LIBAUD,FOURNISSEUR
NEG04530,5930080
NEG04531,5923370
NEG04532,5923390
NEG04533,829710
NEG04534,PU07F109M
NEG04535,PU06F101M
NEG04536,PU07F101M
NEG04537,PS01F101M
NEG04538,SPOT0250
NEG04539,20052059
NEG04542,530301
FAB00946,FAB00946
NEG04546,400426
NEG04547,400417
NEG04548,400408
NEG04549,400407
NEG04550,400409
NEG04552,536347
NEG04553,536346
NEG04554,490700
NEG04555,61248820
NEG04556,61263720
NEG04557,61264920
NEG04558,61265220
NEG04559,61265520
NEG04560,61264620
NEG04561,61265720
NEG04562,61647320
NEG04563,61647420
NEG04565,61508020
NEG04567,61263220
NEG04571,CHRYSOCUREHPX
NEG04572,621503
GEN00064,GEN00064
FAB00969,FAB00969
NEG04579,TOM11025B
NEG04580,TOM16025B
NEG04581,160755 -
NEG04582,160757 -
NEG04583,MAL75DACH -
NEG04584,MAL90DACH -
NEG04585,216902
NEG04586,216906
NEG04588,226301
NEG04589,226300
NEG04590,216901
NEG04591,MAB10CACH
NEG04592,MAB10CBCH
NEG04593,MAB12CACH
NEG04594,MAB12CBCH
NEG04595,MAB15CACH
NEG04596,MAB15CBCH
NEG04597,MAB20CACH
NEG04598,MAB20CBCH
NEG04599,MAB25CACH
NEG04600,MAA60CACH
NEG04601,MAA60CBCH
NEG04602,MAA80CACH
NEG04603,MAA80CBCH
NEG04604,MAL40DACH
NEG04605,MAL60DACH
NEG04606,MAL65DACH
NEG04607,MAL75DACH
NEG04608,MAL90DACH
NEG03583,3025517
NEG03585,3025567
NEG03587,986821
NEG03589,6307282
NEG03590,124035
NEG03592,430803
SER00016,SER00016
SER00017,SER00017
SER00018,SER00018
NEG03594,402263
NEG03595,70018934
NEG03596,4032975
NEG03597,6140009
NEG03598,6140010
NEG03600,PF099C
NEG03601,PF101F
NEG03602,PF101A
NEG03603,560802
NEG03604,560803
NEG03605,340112
NEG03616,61112200
NEG03617,3089.CC
NEG03618,461105
NEG03619,471305
NEG03620,471307
NEG03621,471201
NEG03622,471103
NEG03623,471104
NEG03624,471301
NEG03625,471303
NEG03626,400920
NEG03627,092526
NEG03628,092531
NEG03629,092536
NEG03630,092541
NEG03631,092546
NEG03632,092400
NEG03633,092500
NEG03634,092521
NEG03635,092511
NEG03636,092516
NEG03637,340402
NEG03638,500205
NEG03639,VPCMK
NEG03642,1411.1526
NEG03645,1411.B1520
NEG03646,1411.B1526
NEG03647,1411.B2026
NEG03648,1410.B15
NEG03649,1410.B20
NEG03650,1410.B26
NEG03651,1410.B43
NEG03652,1410.15
NEG03653,1410.20
NEG03654,1410.26
NEG03655,1410.33
NEG03656,1410.40
NEG03657,1411.1520
NEG03658,1411.2026
NEG03659,1411.2033
NEG03660,1411.2633
NEG03661,1411.3340
NEG03662,1411.2640
NEG03664,246LC-2620
NEG03665,246L-26
NEG05660,544062 01
NEG05661,2176978
NEG05662,2176979
NEG05663,6000050
NEG05664,06000080
NEG05665,143003
NEG05667,87900650014400059999
FAB01052,FAB01052
FAB01053,FAB01053
NEG05669,SC260/DP/M/3220
NEG05670,RAB20CBN
NEG05671,RAA80CBN
NEG05672,18003501
NEG05673,18003510
NEG05675,SL330/DP/CM/2520
NEG05677,3026114
NEG05678,YDT
NEG05680,TUCLOTEL
NEG05681,TABGDEX
FAB01054,FAB01054
NEG05683,069750
NEG05684,069760
NEG05685,430110
NEG05686,20053251
NEG05687,TAB-2025-L
NEG05688,TAB-2025-R
NEG05689,190
NEG05691,3025612
NEG05694,"EA6001/9017 "
NEG05697,20052348
NEG05699,20057080
NEG05700,3026106
NEG05701,3025768
NEG05702,3025606
NEG05703,3025772
NEG05704,3025610
NEG05707,3026137
NEG05708,3025780
NEG05709,3060260
NEG05710,3026121
NEG05711,3026113
NEG05712,3026112
NEG05715,3074860
NEG05716,20053970+20035957
NEG05722,EA2010/9017
NEG05723,EA2011/9017
NEG05724,EA2012/9017
NEG05725,EA2001/9017
NEG05726,EA2002/9017
NEG05727,EA2005/9017
NEG05728,EA2006/9017
NEG05729,3026107
NEG05730,3026109
NEG05731,3026108
NEG05732,390607
NEG05733,390603
NEG05734,300407
NEG05735,300102
NEG05736,300104
NEG05737,300506
NEG05738,302231
NEG05739,301601
NEG05740,300406
NEG05741,300402
NEG05742,300404
NEG05743,300401
NEG05748,3025975
NEG05749,3003272
NEG05750,COTEBM
NEG05751,844010
NEG05754,61300101
NEG05755,61600053
NEG05760,544202 01
NEG05761,544229 01
NEG05762,DBL1TMIZTEL-T
NEG05763,DBL1TMIZ-T
NEG05765,62200176
NEG05766,62200060
NEG05767,542852 01
NEG05768,DCL1TMIZTEL-T
NEG05769,DCL1TMIZ-T
NEG05770,22935
NEG05771,524765
NEG05772,544189 01
NEG05774,62200008
NEG05775,DCL1LIGXTEL-T
NEG05776,DCL1LIGX-T
NEG05777,534644
NEG05778,538363 01
NEG05779,DBP2TMIZ-T
NEG05781,538365 01
NEG05782,538200
NEG05784,01061603
NEG05785,110199
NEG05790," "
NEG05792,3025884
NEG05794,3025715
NEG05795,3025983
NEG05796,3001445
NEG05797,3001446
NEG05798,3001447
NEG05799,3001448
NEG05800,SRBTR1110
NEG04138,3029827
NEG04139,CAM120
NEG04140,CAM150
NEG04141,PRO205W
NEG04142,3080648
NEG04143,T200K00C
NEG04144,MT4-8-SI
NEG04146,490863
NEG04147,490703
NEG04148,490763
NEG04149,490502
NEG04150,401024
NEG04151,401022
NEG04152,401025
NEG04153,401023
NEG04154,T3P1D_D315F10M16H25
NEG04155,T3P2D_D315F10M16H25
NEG04156,T1LT_D630
NEG04157,T2LT
NEG04161,TSPST25CS
NEG04162,PACKGLOBALL20
NEG04163,203825
NEG04170,1005656
NEG04171,PALC
NEG04179,70019130
NEG04180,70019129
NEG04196,400100
NEG04200,C1
NEG04201,20051757
NEG04202,525613
NEG04203,525611
NEG04204,522004
NEG04205,522006
NEG04206,522007
NEG04207,524013
NEG04208,524005
NEG04209,524020
NEG04210,524024
NEG04211,620011
NEG04213,PAP 706 15
NEG04215,461910
NEG04218,6303661
NEG04219,214611
NEG04220,179099
NEG04221,240991
NEG04222,231
NEG04223,633
NEG04224,B22
NEG04225,634
NEG04226,230
FAB00921,FAB00921
FAB00922,FAB00922
NEG04229,91210
NEG04230,93210
NEG04232,102682
NEG04233,102726
NEG04235,102696/CV
NEG04236,102696/BT
NEG04237,102696/AR
NEG04238,102705
NEG04239,102707
NEG04240,102711
FAB00923,FAB00923
NEG04242,18953
NEG04245,GAZ10063050
NEG04247,14785
NEG04249,781007183121
NEG04250,781007180121
NEG04251,781007185121
NEG04252,PLUS AU TARIF
NEG04253,19435
NEG04257,17423
NEG04259,17422
NEG04260,17427
NEG04262,17425
NEG04264,17431
NEG04265,18158
NEG04266,17681
NEG04267,18157
NEG04280,20053080
NEG04290,BNF16200012
NEG04291,PE10025016AEPNF
NEG04294,PEI60
NEG04300,985864
NEG04301,470207
NEG04302,470203
NEG04303,470200
NEG04304,470201
NEG04305,470202
NEG04306,470211
NEG04307,985874
FAB00925,FAB00925
FAB00926,FAB00926
FAB00927,FAB00927
FAB00928,FAB00928
NEG04308,50002004
NEG04309,50002003
NEG04310,50002001
NEG04311,108002
NEG04313,401915
NEG04315,460502
NEG04316,460503
NEG04317,133160
NEG04318,70033
NEG04319,90176900
NEG04320,70032
NEG04321,461201
NEG04322,461202
NEG04323,361421
NEG04324,6310094
NEG04325,470121
NEG04326,470101
NEG04327,470131
NEG04328,133814
NEG04329,9108200500
NEG04330,20053356
NEG04331,20053039
NEG04332,20053029
NEG04333,20053034
NEG04337,TJB20AT0J
NEG04339,3042471
NEG04340,4000647
NEG04341,3029847
NEG04342,3026125
NEG04343,3026124
NEG04344,3026122
NEG04345,3025939
NEG06032,KZM14TD1G -
NEG06033,KZM14TD1A -
NEG06034,KZM14TD1C -
NEG06035,KZM14TD1E -
NEG06036,KZM16TD1F -
NEG06037,KZM16TD1G -
NEG06038,KZM16TD1J -
NEG06039,KZM16TD1A -
NEG06040,KZM16TD1C -
NEG06041,KZM16TD1E -
NEG06042,KZM20TD1K -
NEG06043,KZM22TD1K -
NEG06044,KZL63TD1A -
NEG06045,KZL63TD1C -
NEG06046,KTL75TD1A -
NEG06047,KTL75TD1C -
NEG06048,KTL90TD1A -
NEG06049,KTL90TD1C -
NEG06050,KTL90TD1E -
NEG06051,D01T-25
NEG06052,D01T-32
NEG06053,D01T-40
NEG06054,D01T-50
NEG06055,D01T-63
NEG06056,UL TE 25
NEG06057,UL TE 32
NEG06058,130L-26
NEG06059,130L-40
NEG06060,130L-33
NEG06061,130L-15
NEG06062,130L-50
NEG06063,130L-20
NEG06065,61628150
NEG06066,61631050
NEG06067,61631250
NEG06068,61216850
NEG06069,61631150
NEG06070,61295150
NEG06071,61630250
NEG06072,61626150
NEG06106,UL TF 2520
NEG06109,504063
NEG05304,RPRA
NEG05305,RHE4P
NEG05306,C 5001 02005
NEG05307,C 5001 01003
NEG05308,EA4002
NEG05309,ECA7
NEG05310,3025519
NEG05311,RHE2P
NEG05312,RHE5P
NEG05313,139025
NEG05314,CRRHVP
NEG05315,RHE10P
NEG05319,C 5001 04004
NEG05321,C 5001 05005
NEG05322,C 5001 07003
NEG05323,88REH50OUT1LT
NEG05324,1100.RE
NEG05325,PLA13556G
FAB01008,FAB01008
FAB01009,FAB01009
NEG05327,RH25
NEG05328,RH30
FAB01010,FAB01010
NEG05329,R80R30A
FAB01011,FAB01011
NEG05330,R80R60A
FAB01124,FAB01124
FAB01125,FAB01125
FAB01126,FAB01126
FAB01127,FAB01127
FAB01128,FAB01128
FAB01129,FAB01129
FAB01130,FAB01130
FAB01131,FAB01131
FAB01132,FAB01132
FAB01133,FAB01133
FAB01134,FAB01134
FAB01135,FAB01135
FAB01136,FAB01136
FAB01137,FAB01137
FAB01138,FAB01138
NEG06311,20052453
NEG06312,20052454
NEG06313,20052461
NEG06314,20052455
NEG06315,20052462
NEG06316,20052456
NEG06317,20052463
NEG06318,20052457
NEG06319,20052464
NEG06320,20052699
NEG06321,20052465
FAB01139,FAB01139
FAB01140,FAB01140
FAB01141,FAB01141
FAB01142,FAB01142
FAB01143,FAB01143
FAB01144,FAB01144
FAB01147,FAB01147
FAB01148,FAB01148
NEG06329,20051856
NEG06330,20051857
NEG06331,20051858
NEG06332,20051859
NEG06333,20051860
NEG06334,20051919
NEG06335,20051906
NEG06337,KXL90H60AQ-E00
NEG06338,KXM11H60AQ-E00
NEG06339,KXM12H60AQ-E00
NEG06340,KXM14H60AQ-E00
NEG06341,KXM16H60AQ-E00
NEG06342,3025655
NEG06343,3042439
NEG06344,3027583
NEG06345,20051775
NEG06348,3025630
NEG06349,20052040
NEG06350,20052041
NEG06351,20052042
NEG06352,20052043
NEG06353,20052045
FAB01150,FAB01150
FAB01151,FAB01151
FAB01153,FAB01153
FAB01154,FAB01154
FAB01155,FAB01155
FAB01156,FAB01156
FAB01157,FAB01157
FAB01158,FAB01158
FAB01159,FAB01159
FAB01160,FAB01160
FAB01162,FAB01162
FAB01163,FAB01163
FAB01166,FAB01166
NEG06360,70017770
NEG06368,TSA80E60TP-E01
NEG06369,TSB10E60TP-E01
NEG06370,TSB12S60TP-E01
NEG06371,TSB15S60BP-E01
NEG06373,TSB20S60BP-E01
NEG06374,TSB25S60BP-E01
NEG06376,TSB30S60BP-E01
NEG06377,TSB40S60BP-E01
NEG06379,70017677
FAB01172,FAB01172
FAB01173,FAB01173
FAB01174,FAB01174
FAB01175,FAB01175
NEG06380,NSB10Q60AQ-E00
NEG06381,NSB12Q60AQ-E00
NEG06382,NSB15Q60AQ-E00
NEG06383,NSB20Q60AQ-E00
NEG06387,NSA60Q60AQ-E00
NEG06388,NSA80Q60AQ-E00
NEG06389,327101106005943
NEG06390,327101256005943
NEG06391,327101406005943
NEG06392,327101606005943
NEG06393,327102006005943
NEG06394,327102506005943
NEG06395,327103156005943
NEG06396,327100636005943
NEG06397,327100756005943
NEG06398,327100906005943
NEG06399,327161106005943
NEG06401,110/16AJ
NEG06403,327161256005943
NEG06404,125/16AJ
NEG06405,327161406005943
NEG06406,140/16AJ
NEG06408,327161606005943
NEG06409,160/16AJ
NEG06410,4016028
NEG06413,327160504005943
NEG06414,327160636005943
NEG06416,63/16AJ
NEG06417,327160756005943
NEG06419,75/16AJ
NEG06420,327160906005943
NEG06422,90/16AJ
NEG06423,327162006005943
NEG06425,327162256005943
NEG06426,327162506005943
NEG06427,327163156005943
NEG06432,TOM31516B
NEG06433,1370750
NEG06434,1370749
NEG06435,1370610
NEG06436,1370625
NEG06437,1370644
NEG06438,1370666
NEG06439,1370695
NEG06440,1370744
NEG06444,3040449
NEG06445,3040448
NEG06446,3040447
NEG05801,4005938
NEG05804,SRBBOU125
NEG05805,3025976
NEG05806,SRBBOU160
NEG05807,SRBBOU200
NEG05808,20051372
NEG05809,20051370
NEG05810,20051371
NEG05811,SRBBOU032
NEG05812,SRBBOU040
NEG05813,SRBBOU050
NEG05814,SRBBOU063
NEG05815,1844671
NEG05816,1839827
NEG05817,44267
NEG05818,2252643
NEG05819,2484345
NEG05820,311698
NEG05821,96888
NEG05822,2055925
NEG05823,2099559
NEG05824,2061037
NEG05825,2198906
NEG05826,11.C20
NEG05827,8011.26
NEG05828,8011.15
NEG05829,8011.20
NEG05830,KXM11TD1F-E00
NEG05831,KXM11TD1A-E00
NEG05832,KXM11TD1C-E00
NEG05833,KXM11TD1E-E00
NEG05834,KXM12TD1F-E00
NEG05835,KXM12TD1G-E00
NEG05836,KXM12TD1C-E00
NEG05837,KXM12TD1E-E00
NEG05838,KXM16TD1F-E00
NEG05839,KXM16TD3G-E00
NEG05840,KXM16TD1J-E00
NEG05841,KXM16TD1A-E00
NEG05842,KXM16TD1C-E00
NEG05843,KXM16TD1E-E00
NEG05844,KXL75TD1C-E00
NEG05845,KXL90TD1A-E00
NEG05846,KXL90TD1C-E00
NEG05847,KXL90TD1E-E00
NEG05848,KXL75TD1A-E00
NEG05849,7120050103011
NEG05850,7120065103011
NEG05851,7120080103011
NEG05852,7120100103011
NEG05853,7120125103011
NEG05854,7120140103011
NEG05855,7120150103011
NEG05856,7120200103011
NEG05857,9205001100
NEG05858,5440110
NEG05859,544090
NEG05860,704025
NEG05861,704032
NEG05862,1004025
NEG05863,1004032
NEG05864,1004040
NEG05866,61216820
NEG05867,61527720
NEG05868,61569120
NEG05870,61216520
NEG05873,97133300
NEG05874,9048063
NEG05875,61633820
NEG05876,61571920
NEG05878,61216320
NEG05881,61217620
NEG05882,49044125
NEG05883,61216050
NEG05885,7120040102011
NEG05886,BAA40UE1ATT
NEG05887,BAA60UE1ATT
NEG05888,BAA60UE1CTT
NEG05889,7120080102011
NEG05890,BAA80UE1ETT
NEG05891,7120083102011
NEG05892,BAA80UE1ATT
NEG05893,BAA80UE1CTT
NEG05894,7120081102011
NEG05895,7120101102011
NEG05896,7120100102011
NEG05897,BAB10UE1FTT
NEG05898,7120104102011
NEG05899,BAB10UE1ATT
NEG05900,BAB10UE1CTT
NEG05901,BAB10UE1ETT
NEG05902,7120102102011
NEG05903,7120127102011
NEG05904,BAB12UE1ETT
NEG05905,7120126102011
NEG05906,BAB12UE1FTT
NEG05907,7120125102011
NEG05908,BAB12UE1GTT
NEG05909,7120130102011
NEG05910,BAB12UE1ATT
NEG05911,BAB12UE1CTT
NEG05912,7120128102011
NEG05913,7120153102011
NEG05914,7120152102011
NEG05915,BAB15UE1FTT
NEG05916,7120151102011
NEG05917,BAB15UE1GTT
NEG05918,7120150102011
NEG05919,BAB15UE1JTT
NEG05920,7120156102011
NEG05921,BAB15UE1ATT
NEG05922,BAB15UE1CTT
NEG05923,BAB15UE1ETT
NEG05924,7120154102011
NEG05925,7120203102001
NEG05926,BAB20UE1FTT
NEG05927,7120202102001
NEG05928,BAB20UE1GTT
NEG05929,7120201102001
NEG05930,BAB20UE1JTT
NEG05931,7120200102001
NEG05932,BAB20UE1KTT
NEG05933,7120207102001
NEG05934,BAB20UE1ATT
NEG05935,7120205102001
NEG05936,BAB20UE1CTT
NEG05937,7120204102001
NEG05938,BAB20UE1ETT
NEG05939,BAB25UE1CTT2
NEG05940,BAB25UE1ETT2
NEG05941,BAB25UV1FTT2
NEG05943,BAB25UE1JTT2
NEG05944,BAB25UE1KTT2
NEG05945,BAB25UE1LTT2
NEG05946,BAB30UV1FTT2
NEG05947,BAB30UE1MTT2
NEG05948,7120067102011
NEG05949,7120065102011
NEG05950,7120051103111
NEG05951,7120054103111
NEG05952,7120067103111
NEG05953,7120065103111
NEG05954,7120083103111
NEG05955,7120081103111
NEG05956,7120080103111
NEG05957,7120100103111
NEG05958,7120104103111
NEG04609,160754
NEG04610,160755
NEG04611,160756
NEG04612,160757
NEG04613,160758
NEG04614,160759
NEG04615,MAL50DACH
NEG04616,MAM11DBCH
NEG04617,MAM12DBCH
NEG04618,MAM14DBCH
NEG04619,MAM16DBCH
NEG04620,MAM20DBCH
NEG04621,MAM22DBCH
NEG04622,MAL40DBCH
NEG04623,MAL50DBCH
NEG04624,MAL60DBCH
NEG04625,MAL65DBCH
NEG04626,MAL75DBCH
NEG04627,MAL90DBCH
NEG04628,490319
NEG04630,490307
NEG04631,490308
NEG04632,490412
NEG04633,490712
NEG04634,490762
NEG04635,490702
NEG04636,9013.21
NEG04637,9013.3220
NEG04638,9214.25
NEG04639,9214.40
NEG04640,9214.50
NEG04641,9214.63
NEG04642,00127033610
NEG04643,MAL32DACH-
NEG04645,6.100
NEG04646,6.100I
NEG04649,6.125
NEG04650,6.125I
NEG04651,6.150
NEG04652,6.150I
NEG04654,6.175
NEG04655,6.175I
NEG04656,6.200
NEG04657,6.200I
NEG04659,6.225
NEG04660,6.225I
NEG04662,6.300
NEG04663,6.300I
NEG04664,6.40
NEG04665,6.40I
NEG04666,6.50
NEG04667,6.50I
NEG04668,6.65
NEG04669,6.65I
NEG04670,6.80
NEG04671,6.80I
NEG04672,6.250
NEG04673,6.250I
NEG04674,8006.8090
NEG04675,8006.100110
NEG04676,8006.1011I
NEG04677,8006.100125
NEG04678,8006.125125
NEG06563,RBB20BBBH
NEG06564,RBB25BBBH
NEG06565,RBB30BBBH
NEG06566,RBA40BBCH
NEG06567,RBA50BBCH
NEG06568,RBA65BNCH
NEG06569,RBA80BNCH
NEG06570,06100300146499
NEG06571,06125300146499
NEG06572,KHAM200
NEG06576,S1VGFL150VA
NEG06577,S1VGFL200VA
NEG06578,827050
NEG06579,RGV04055TS
NEG06580,RGV04056TS
NEG06581,RGV04057TS
NEG06582,RGV04058TS
NEG06583,RGV04051TS
NEG06584,RGV04052TS
NEG06585,RGV04053TS
NEG06586,RGV04054TS
NEG06587,0210075514649003
NEG06588,0212575514649003
NEG06589,0215075514649003
NEG06590,0220075504649003
SER00098,SER00098
NEG06591,0204075514649003
NEG06592,0206575514649003
NEG06593,0208075514649003
NEG06594,RBA40ADCH
NEG06595,RBA50ADCH
NEG06596,RBB10ADCH
NEG06597,RBB12ADCH
NEG06598,RBB15ADCH
NEG06599,RBB20ADBH
NEG06600,RBB20ADAH
NEG06601,RBB25ADBH
NEG06602,RBB30ADBH
NEG06603,RBA65ADLH
NEG06604,RBA80ADCH
NEG06605,RBB15APCH
NEG06606,381107027316499
NEG06607,381257027316499
NEG06609,38060712731
NEG06610,38070712731
NEG06611,380907027316499
NEG06612,361107027316499
NEG06613,361257027316499
NEG06614,361407027316499
NEG06615,361607027316499
NEG06616,361807027316499
NEG06617,362007027316499
NEG06618,362257027316499
NEG06620,36050702731
NEG06622,36075702731
NEG06623,360907027316499
NEG06627,204PG-33
NEG06628,D107DPB-2020
NEG06629,D107COE-2020
NEG06630,204PG-26
NEG06631,204PG-20
NEG06632,205-20
NEG06633,203-20
NEG06634,039942
NEG06635,RCA60BUCH
NEG06636,RCB10CABH
NEG06637,70105040990334
NEG06638,7010517503
NEG06639,70103210990334
NEG06640,701032109964
NEG06641,914-40
NEG06643,RCA60CABH
NEG06644,RCA80CABH
NEG06645,RCA40BTXH
NEG06647,039823
NEG06650,2023116X100
NEG06651,3605770221616
NEG06652,3605770001560
NEG06653,2021116X70
NEG06654,3605770001584
NEG06655,2021116X80
NEG06656,3605770001607
NEG06658,2023118X60
NEG06659,2023118X70
NEG06660,3605770352532
NEG06661,3605770001805
NEG06662,2023118X90
NEG06663,2021120X100
NEG06664,3605770002000
NEG06665,3605770301585
NEG06666,2023120X160
NEG06667,2021120X80
NEG06668,3605770001980
FAB01012,FAB01012
NEG05331,R80R90A
FAB01013,FAB01013
NEG05335,20053018
NEG05336,20053015
NEG05337,20053016
NEG05338,20053017
NEG05339,20052853
NEG05340,20052854
NEG05341,20052855
NEG05343,20052856
NEG05344,20052857
NEG05345,20052940
NEG05346,20052941
NEG05347,20052942
NEG05348,20052858
NEG05349,244042
FAB01015,FAB01015
FAB01016,FAB01016
FAB01017,FAB01017
NEG05350,201073
NEG05351,201074
NEG05352,201075
NEG05353,201076
FAB01019,FAB01019
FAB01021,FAB01021
FAB01023,FAB01023
FAB01025,FAB01025
NEG05354,3023312
NEG05355,3023311
NEG05356,3023310
NEG05357,3021035
NEG05358,3024788
NEG05359,3024124
NEG05360,4000761
NEG05361,4000759
FAB01027,FAB01027
FAB01028,FAB01028
FAB01029,FAB01029
FAB01030,FAB01030
FAB01031,FAB01031
FAB01032,FAB01032
FAB01033,FAB01033
FAB01034,FAB01034
FAB01035,FAB01035
FAB01036,FAB01036
FAB01037,FAB01037
FAB01038,FAB01038
GEN00065,GEN00065
NEG05365,600305
NEG05367,20053098
NEG05369,PEN50PN1050
NEG05370,PEN63PN1050
NEG05371,19436
NEG05373,818 15GZ
NEG05375,32025121
NEG05376,32032121
NEG05377,32040121
NEG05378,32050121
NEG05379,50063121
NEG05380,823.20
NEG05383,2245.15
NEG05384,812 15K
NEG05385,818 15G
NEG05386,818 15GK
NEG05387,818 15H
NEG05388,81820
NEG05389,912C15PP
NEG05390,2236.15
NEG05391,2236.20
NEG05392,2236.25
NEG05393,2236.30
NEG05394,2236.40
NEG05395,2015.20
NEG05400,9235.1520SE
NEG05401,9235.1525SE
NEG05402,9235.2025SE
NEG05403,9235.1532SE
NEG05404,9235.2032SE
NEG05405,9235.2532SE
NEG05406,9235.3040SE
NEG05407,9235.4050SE
NEG05408,9235.3050SE
NEG05409,2203.15
NEG05410,9096.1525SE
NEG05411,2015.15
NEG05417,2016.30
NEG05418,2016.40
NEG05419,2235.15
NEG05420,2316.15
NEG05421,9015.1520SE
NEG05422,9015.1525SE
NEG05423,9015.2025SE
NEG05424,9015.1532SE
NEG05425,9015.2032SE
NEG05426,9015.2532SE
NEG05427,9015.2540SE
NEG05428,9015.3040SE
NEG05429,9015.3050SE
NEG05430,9015.4050SE
NEG05431,D01CD-2520
NEG05432,D01CD-3226
NEG05433,D01CD-4040
NEG05434,D01CD-5050
NEG05435,D01CE-2520
NEG05436,191220GG25
NEG05437,191220HH32
NEG05438,191240II40
NEG05439,191240JJ50
NEG05440,DRB-2525-CL-T
NEG05441,DRB-3232-CL-T
NEG05442,212040
NEG05443,212140
NEG05444,1818 20
NEG05445,1818 20G
NEG05446,1818 25
NEG05447,1818 30
NEG05448,1818 40
NEG05449,2028 30
NEG05450,2038 40
NEG05451,2038 20
NEG05452,2038 25
NEG05454,9402.25SE
NEG05456,9402.32SEG
NEG05457,9402.32SE
NEG05459,9402.40SE
NEG05460,9402.3050SE
NEG05462,9402.50SE
NEG05464,9402.63SE
NEG05466,5402.25SE
NEG05467,5402.2032SE
NEG05469,5402.32SEG
NEG05470,5402.32SE
NEG05471,5402.40SE
NEG05472,5402.50SE
NEG05475,5402.63SE
NEG05476,DRPCL-PB25-CL
NEG05477,191620G25
NEG05478,191220H32
NEG05479,DRPCL-PB32-CL
NEG05480,191240I40
NEG05481,191240J50
NEG05482,DRPCL-PB25-CL-T
NEG05483,DRPCL-PB32-CL-T
NEG05484,DRPCR-PB25-CL
NEG05485,DRPCR-PB32-CL
NEG05486,DRPCR-PB25-CL-T
NEG05487,DRPCR-PB32-CL-T
NEG05488,9403.25SE
NEG05489,9403.32SE
NEG05490,9403.20SE
NEG05491,9403.40SE
NEG05492,9403.50SE
NEG05493,9403.63SE
NEG05494,9903.32SE
NEG05497,196220G25
NEG05498,196227H32
NEG05499,196240J50
NEG05500,190101
NEG05501,190201
NEG06111,103403225
NEG06112,55631200
NEG06113,61642320
NEG06114,NSB15UD1FNN2
NEG06115,NSB15UD1JNN2
NEG06116,NSB15UD1ANN2
NEG06117,NSB15UD1CNN2
NEG06118,NSB15UD1ENN2
NEG06119,NSB20UD1FNN2
NEG06120,NSB20UD1JNN2
NEG06121,NSB20UD1KNN2
NEG06122,NSB20UD1ANN2
NEG06123,NSB20UD1CNN2
NEG06124,NSB20UD1ENN2
NEG06125,NSB25UV1FNN2
NEG06126,NSB25UD1KNN2
NEG06127,NSB25UD1LNN2
NEG06128,NSB25UD1CNN2
NEG06129,NSB25UD1ENN2
NEG06130,55630200
NEG06131,55630300
NEG06132,6302204
NEG06134,6150008
NEG06135,560052 01
NEG06136,560053 01
NEG06138,560055 01
NEG06139,560043 01
NEG06140,460102
NEG06141,460002
NEG06142,8801005
FAB01058,FAB01058
FAB01059,FAB01059
FAB01060,FAB01060
FAB01061,FAB01061
FAB01062,FAB01062
NEG06144,0404TFTF
NEG06145,743131XX
NEG06147,TETE100
FAB01063,FAB01063
NEG06148,518465
NEG06149,518467
NEG06150,TETE160
NEG06152,TETE220
NEG06153,518462
NEG06154,TETE60
NEG06155,518463
NEG06156,TETE80
FAB01064,FAB01064
NEG06159,SEC1000
NEG06160,518472
NEG06161,SEC300
NEG06162,518474
NEG06163,SEC400
NEG06164,518476
NEG06165,SEC500
NEG06167,518477
NEG06168,SEC600
NEG06169,518478
NEG06170,SEC800
NEG06171,518429
NEG06172,518428
NEG06174,518437
NEG06175,518436
NEG06176,CHR402
NEG06177,350352
FAB01066,FAB01066
FAB01067,FAB01067
FAB01068,FAB01068
FAB01069,FAB01069
FAB01070,FAB01070
NEG06178,350474
FAB01071,FAB01071
FAB01072,FAB01072
FAB01074,FAB01074
FAB01075,FAB01075
FAB01076,FAB01076
FAB01077,FAB01077
FAB01078,FAB01078
FAB01079,FAB01079
FAB01080,FAB01080
FAB01084,FAB01084
FAB01088,FAB01088
NEG06179,CONEEX1000450
FAB01096,FAB01096
FAB01097,FAB01097
FAB01098,FAB01098
NEG06180,201080
FAB01099,FAB01099
FAB01100,FAB01100
FAB01101,FAB01101
FAB01102,FAB01102
NEG06181,201081
FAB01109,FAB01109
FAB01112,FAB01112
NEG06185,141900O
NEG06186,141919O
NEG06187,141917O
NEG06188,141909O
NEG06189,141916O
NEG06190,141925O
NEG06191,141913O
NEG06192,141918O
NEG06193,141920O
NEG06196,141519O
NEG06197,141517O
NEG06198,141516O
NEG06200,141525O
NEG06201,141513O
NEG06202,141518O
NEG06203,141500O
NEG06204,141509O
NEG06205,141503O
NEG06206,141600O
SER00022,ser00022
SER00023,SER00023
SER00024," "
SER00026,SER00026
SER00027,SER00027
NEG06207,837630
NEG06208,837640
NEG06209,837650
NEG06210,837660
NEG06211,837670
NEG06212,490309
NEG06213,490411
NEG06214,490701
NEG06215,20051548
NEG06216,431101
NEG06217,431502
NEG06218,430103
NEG06219,432303
NEG06220,430901
NEG06221,430801
NEG06222,430802
NEG06223,432101
NEG06224,432102
NEG06225,431002
NEG06226,430805
NEG06227,401389
NEG06228,TCO883
NEG06230,20053244
NEG06232,83085
NEG06234,TUTA3612
NEG06238,20053246
NEG06239,RAC10AB
NEG06241,20053252
NEG06245,TUTA3616
NEG06247,TUTA3617
NEG06248,3027704
NEG06249,100CR4 E
NEG06250,372907
NEG06251,9496
NEG06252,12938
